tech,flag,sector,tech_desc,tech_category
PUBTRAFLEROATRUHETCONVDSL_EX,p,PUBTRA,PublicTransportationFleet ServicesRoadTruckHeavy TrucksConventionnalDiesel,
PUBTRAPOLROATRULGTCONVDSL_EX,p,PUBTRA,PublicTransportationPolice ServicesRoadTruckPassenger Light TrucksConventionnalDiesel,
PUBTRAFLEROATRULGTCONVDSL_EX,p,PUBTRA,PublicTransportationFleet ServicesRoadTruckPassenger Light TrucksConventionnalDiesel,
PUBTRATHCROATRULGTCONVDSL_EX,p,PUBTRA,PublicTransportationToronto Housing CompanyRoadTruckPassenger Light TrucksConventionnalDiesel,
PUBTRAPOLROATRULGTCONVGAS_EX,p,PUBTRA,PublicTransportationPolice ServicesRoadTruckPassenger Light TrucksConventionnalGasoline,
PUBTRAFLEROATRULGTCONVGAS_EX,p,PUBTRA,PublicTransportationFleet ServicesRoadTruckPassenger Light TrucksConventionnalGasoline,
PUBTRATHCROATRULGTCONVGAS_EX,p,PUBTRA,PublicTransportationToronto Housing CompanyRoadTruckPassenger Light TrucksConventionnalGasoline,
PUBTRAPOLROATRUMETCONVDSL_EX,p,PUBTRA,PublicTransportationPolice ServicesRoadTruckMedium TrucksConventionnalDiesel,
PUBTRAFLEROATRUMETCONVDSL_EX,p,PUBTRA,PublicTransportationFleet ServicesRoadTruckMedium TrucksConventionnalDiesel,
PUBTRATHCROATRUMETCONVDSL_EX,p,PUBTRA,PublicTransportationToronto Housing CompanyRoadTruckMedium TrucksConventionnalDiesel,
PUBTRAPOLROATRUMETCONVGAS_EX,p,PUBTRA,PublicTransportationPolice ServicesRoadTruckMedium TrucksConventionnalGasoline,
PUBTRAFLEROATRUMETCONVGAS_EX,p,PUBTRA,PublicTransportationFleet ServicesRoadTruckMedium TrucksConventionnalGasoline,
PUBTRATHCROATRUMETCONVGAS_EX,p,PUBTRA,PublicTransportationToronto Housing CompanyRoadTruckMedium TrucksConventionnalGasoline,
PUBTRAPOLROACAR___CONVDSL_EX,p,PUBTRA,PublicTransportationPolice ServicesRoadCarsConventionnalDiesel,
PUBTRAPOLROACAR___CONVGAS_EX,p,PUBTRA,PublicTransportationPolice ServicesRoadCarsConventionnalGasoline,
PUBTRAFLEROACAR___CONVGAS_EX,p,PUBTRA,PublicTransportationFleet ServicesRoadCarsConventionnalGasoline,
PUBTRATHCROACAR___CONVGAS_EX,p,PUBTRA,PublicTransportationToronto Housing CompanyRoadCarsConventionnalGasoline,
PUBTRAPOLMAR_________ALL_EX,p,PUBTRA,PublicTransportationPolice ServicesMarineAll,
PUBTRAFLEMAR_________ALL_EX,p,PUBTRA,PublicTransportationFleet ServicesMarineAll,
PUBTRAPOLROAMOR___CONVGAS_EX,p,PUBTRA,PublicTransportationPolice ServicesRoadMotorcyclesConventionnalGasoline,
PUBTRAPOLROABUSURBCONVDSL_EX,p,PUBTRA,PublicTransportationPolice ServicesRoadInter-city BusesUrban Bus ConventionnalDiesel,
